Model,Developer,Release date,Android version at release,Ref.
Xiaomi Mi 1,Xiaomi,2011/12,"Android 2.3 ""Gingerbread""",[751]
Xiaomi Mi 1S,Xiaomi,2012/08,"Android 4.0 ""Ice Cream Sandwich""",[752]
Xiaomi Mi 2,Xiaomi,2012/10,"Android 4.1 ""Jelly Bean""",[753]
Xiaomi Mi 2S/A,Xiaomi,2013/04,"Android 4.1 ""Jelly Bean""",[754][755]
Xiaomi Mi 3/3 TD,Xiaomi,2013/12,"Android 4.1 ""Jelly Bean""",[756]
Xiaomi Mi 4,Xiaomi,2014/08,"Android 4.4 ""KitKat""",[757]
Xiaomi Mi Note,Xiaomi,2015/01,"Android 4.4 ""KitKat""",[758]
Xiaomi Mi Note Pro,Xiaomi,2015/05,"Android 5.0 ""Lollipop""",[759]
Xiaomi Mi 4i,Xiaomi,2015/04,"Android 5.0 ""Lollipop""",[760]
Xiaomi Mi 4c,Xiaomi,2015/09,"Android 5.0 ""Lollipop""",[761]
Xiaomi Mi 4S,Xiaomi,2016/03,"Android 5.0 ""Lollipop""",[762]
Xiaomi Mi 5,Xiaomi,2016/04,"Android 6.0 ""Marshmallow""",[763]
Xiaomi Mi Max/Pro,Xiaomi,2016/05,"Android 6.0 ""Marshmallow""",[764]
Xiaomi Mi 5s/5s Plus,Xiaomi,2016/10,"Android 6.0 ""Marshmallow""",[765][766]
Xiaomi Mi Note 2,Xiaomi,2016/11,"Android 6.0 ""Marshmallow""",[767]
Xiaomi Mi MIX,Xiaomi,2016/11,"Android 6.0 ""Marshmallow""",[768]
Xiaomi Mi 5c,Xiaomi,2017/03,"Android 6.0 ""Marshmallow""",[769]
Xiaomi Mi 6,Xiaomi,2017/04,"Android 7.0 ""Nougat""",[770]
Xiaomi Mi Max 2,Xiaomi,2017/06,"Android 7.0 ""Nougat""",[771]
Xiaomi Mi 5X/Mi A1,Xiaomi,2017/08,"Android 7.0 ""Nougat""",[772]
Xiaomi Mi Note 3,Xiaomi,2017/09,"Android 7.0 ""Nougat""",[773]
Xiaomi Mi MIX 2,Xiaomi,2017/09,"Android 7.0 ""Nougat""",[774]
Xiaomi Mi MIX 2S,Xiaomi,2018/04,"Android 8.0 ""Oreo""",[775]
Xiaomi Mi 6X/Mi A2,Xiaomi,2018/04,"Android 8.0 ""Oreo""",[776]
Xiaomi Black Shark,Xiaomi,2018/04,"Android 8.0 ""Oreo""",[777]
Xiaomi Mi 8/SE/EE,Xiaomi,2018/06,"Android 8.0 ""Oreo""",[778][779][780]
Xiaomi Mi Max 3,Xiaomi,2018/07,"Android 8.0 ""Oreo""",[781]
Xiaomi Pocophone F1,Xiaomi,2018/08,"Android 8.0 ""Oreo""",[782]
Xiaomi Mi 8 Pro/Lite,Xiaomi,2018/09,"Android 8.0 ""Oreo""",[783][784]
Xiaomi Mi MIX 3,Xiaomi,2018/11,"Android 9.0 ""Pie""",[785]
Xiaomi Black Shark Helo,Xiaomi,2018/11,"Android 8.0 ""Oreo""",[786]
Xiaomi Mi Play,Xiaomi,2018/12,"Android 8.0 ""Oreo""",[787]
Xiaomi Mi 9/SE,Xiaomi,2019/03,"Android 9.0 ""Pie""",[788][789]
Xiaomi Black Shark 2,Xiaomi,2019/03,"Android 9.0 ""Pie""",[790]
Xiaomi Mi MIX 3 5G,Xiaomi,2019/05,"Android 9.0 ""Pie""",[791]
Xiaomi Mi 9T,Xiaomi,2019/06,"Android 9.0 ""Pie""",[792]
Xiaomi Mi A3,Xiaomi,2019/07,"Android 9.0 ""Pie""",[793]
Xiaomi Mi 9T Pro,Xiaomi,2019/08,"Android 9.0 ""Pie""",[794]
Xiaomi Black Shark 2 Pro,Xiaomi,2019/08,"Android 9.0 ""Pie""",[795]
Xiaomi Mi 9 Lite,Xiaomi,2019/09,"Android 9.0 ""Pie""",[796]
Xiaomi Mi 9 Pro/Pro 5G,Xiaomi,2019/09,Android 10,[797][798]
Xiaomi Mi Note 10/Pro,Xiaomi,2019/11,"Android 9.0 ""Pie""",[799][800]
Xiaomi Mi 10/Pro,Xiaomi,2020/02,Android 10,[801][802]
Xiaomi Black Shark 3/Pro,Xiaomi,2020/03,Android 10,[803][804]
Xiaomi Mi 10 Lite,Xiaomi,2020/05,Android 10,[805]
Xiaomi Mi 10 Youth,Xiaomi,2020/05,Android 10,[806]
Xiaomi Mi Note 10 Lite,Xiaomi,2020/05,Android 10,[807]
POCO M2 Pro,Xiaomi,2020/07,Android 10,[808]
Xiaomi Mi 10 Ultra,Xiaomi,2020/08,Android 10,[809]
POCO X3 NFC,Xiaomi,2020/09,Android 10,[810]
POCO M2,Xiaomi,2020/09,Android 10,[811]
POCO X3,Xiaomi,2020/09,Android 10,[812]

Model,Developer,Release date,Android version at release,Ref.
ZTE Racer,ZTE,2010/07,"Android 2.0 ""Eclair""",[813]
ZTE Blade,ZTE,2010/11,"Android 2.0 ""Eclair""",[814]
ZTE Libra,ZTE,2011/09,"Android 2.0 ""Eclair""",[815]
ZTE Racer II,ZTE,2011/09,"Android 2.2 ""Froyo""",[816]
ZTE Blade II V880+,ZTE,2012/03,"Android 2.3 ""Gingerbread""",[817]
ZTE Blade III,ZTE,2012/09,"Android 4.0 ""Ice Cream Sandwich""",[818]
Nubia Z5,ZTE,2012/12,"Android 4.1 ""Jelly Bean""",[819]
ZTE Blade III Pro,ZTE,2013/04,"Android 4.1 ""Jelly Bean""",[820]
ZTE Blade G V880G,ZTE,2013/04,"Android 4.1 ""Jelly Bean""",[821]
ZTE Blade G2,ZTE,2013/07,"Android 4.1 ""Jelly Bean""",[822]
ZTE Blade V,ZTE,2013/09,"Android 4.1 ""Jelly Bean""",[823]
ZTE Blade Q/Maxi/Mini,ZTE,2013/10,"Android 4.1 ""Jelly Bean""",[824][825][826]
Nubia Z5S,ZTE,2013/12,"Android 4.1 ""Jelly Bean""",[827]
Nubia Z5S mini NX403A,ZTE,2013/12,"Android 4.1 ""Jelly Bean""",[828]
Nubia X6,ZTE,2014/03,"Android 4.1 ""Jelly Bean""",[829]
ZTE Blade L2,ZTE,2014/05,"Android 4.1 ""Jelly Bean""",[830]
Nubia Z7/Max/mini,ZTE,2014/07,"Android 4.4 ""KitKat""",[831][832][833]
Nubia Z5S mini NX405H,ZTE,2014/08,"Android 4.1 ""Jelly Bean""",[834]
ZTE Blade Vec 3G/4G,ZTE,2014/11,"Android 4.4 ""KitKat""",[835][836]
ZTE Blade S6,ZTE,2015/02,"Android 5.0 ""Lollipop""",[837]
ZTE Blade G/Lux,ZTE,2015/02,"Android 4.4 ""KitKat""",[838][839]
ZTE Blade L3,ZTE,2015/02,"Android 5.0 ""Lollipop""",[840]
ZTE Blade L3 Plus,ZTE,2015/03,"Android 4.4 ""KitKat""",[841]
Nubia Z9 Max,ZTE,2015/04,"Android 5.0 ""Lollipop""",[842]
Nubia Z9 mini,ZTE,2015/04,"Android 5.0 ""Lollipop""",[843]
ZTE Blade S6 Plus,ZTE,2015/04,"Android 5.0 ""Lollipop""",[844]
Nubia Z9,ZTE,2015/05,"Android 5.0 ""Lollipop""",[845]
Nubia My Prague,ZTE,2015/06,"Android 5.0 ""Lollipop""",[846]
ZTE Blade Qlux 4G,ZTE,2015/06,"Android 4.4 ""KitKat""",[847]
ZTE Blade Q Pro,ZTE,2015,"Android 5.0 ""Lollipop""",[848]
ZTE Blade Apex 3,ZTE,2015/06,"Android 4.4 ""KitKat""",[849]
ZTE Blade A410,ZTE,2015/06,"Android 5.0 ""Lollipop""",[850]
ZTE Blade A460,ZTE,2015/06,"Android 5.0 ""Lollipop""",[851]
ZTE Axon Pro/Lux,ZTE,2015/07,"Android 5.0 ""Lollipop""",[852][853]
ZTE Blade D6,ZTE,2015/07,"Android 5.0 ""Lollipop""",[854]
ZTE Axon Elite,ZTE,2015/09,"Android 5.0 ""Lollipop""",[855]
ZTE Axon mini,ZTE,2015/10,"Android 5.0 ""Lollipop""",[856]
ZTE Blade S7,ZTE,2015/10,"Android 5.0 ""Lollipop""",[857]
ZTE Axon,ZTE,2015/10,"Android 5.0 ""Lollipop""",[858]
ZTE Blade X3/5/9,ZTE,2015/11,"Android 5.0 ""Lollipop""",[859][860][861]
ZTE Axon Max,ZTE,2015/12,"Android 5.0 ""Lollipop""",[862]
Nubia Prague S,ZTE,2016/01,"Android 5.0 ""Lollipop""",[863]
ZTE Blade V7/Lite,ZTE,2016/02,"Android 5.0 ""Lollipop""",[864][865]
Nubia Z11 mini,ZTE,2016/04,"Android 5.0 ""Lollipop""",[866]
ZTE Axon 7,ZTE,2016/05,"Android 6.0 ""Marshmallow""",[867]
Nubia Z11 Max,ZTE,2016/06,"Android 5.0 ""Lollipop""",[868]
Nubia Z11,ZTE,2016/06,"Android 6.0 ""Marshmallow""",[869]
Nubia N1,ZTE,2016/07,"Android 6.0 ""Marshmallow""",[870]
ZTE Axon 7 mini,ZTE,2016/09,"Android 6.0 ""Marshmallow""",[871]
Nubia Z11 mini S,ZTE,2016/10,"Android 6.0 ""Marshmallow""",[872]
ZTE Axon 7 Max,ZTE,2016/10,"Android 6.0 ""Marshmallow""",[873]
Nubia M2/lite,ZTE,2017/03,"Android 6.0 ""Marshmallow""",[874][875]
Nubia N2,ZTE,2017/03,"Android 6.0 ""Marshmallow""",[876]
Nubia N1 lite,ZTE,2017/04,"Android 6.0 ""Marshmallow""",[877]
Nubia Z17 mini,ZTE,2017/04,"Android 6.0 ""Marshmallow""",[878]
ZTE Axon 7s,ZTE,2017/04,"Android 7.0 ""Nougat""",[879]
Nubia Z17,ZTE,2017/06,"Android 7.0 ""Nougat""",[880]
ZTE Maven 2,ZTE,2017/07,"Android 6.0 ""Marshmallow""",[881]
Nubia Z17 lite,ZTE,2017/08,"Android 7.0 ""Nougat""",[882]
ZTE Blade A6,ZTE,2017/08,"Android 7.0 ""Nougat""",[883]
Nubia Z17 miniS,ZTE,2017/10,"Android 7.0 ""Nougat""",[884]
Nubia Z17s,ZTE,2017/10,"Android 7.0 ""Nougat""",[885]
ZTE Axon M,ZTE,2017/10,"Android 7.0 ""Nougat""",[886]
ZTE Blade X,ZTE,2017/10,"Android 7.0 ""Nougat""",[887]
ZTE Blade A3,ZTE,2017/11,"Android 7.0 ""Nougat""",[888]
ZTE Tempo Go,ZTE,2018/02,"Android 8.0 ""Oreo""",[889]
ZTE Blade V9/Vita,ZTE,2018/02,"Android 8.0 ""Oreo""",[890][891]
Nubia N3,ZTE,2018/03,"Android 7.0 ""Nougat""",[892]
Nubia V18,ZTE,2018/03,"Android 7.0 ""Nougat""",[893]
Nubia Z18 mini,ZTE,2018/04,"Android 8.0 ""Oreo""",[894]
Nubia Red Magic,ZTE,2018/04,"Android 8.0 ""Oreo""",[895]
ZTE Axon 9 Pro,ZTE,2018/08,"Android 8.0 ""Oreo""",[896]
Nubia Z18,ZTE,2018/09,"Android 8.0 ""Oreo""",[897]
Nubia X,ZTE,2018/11,"Android 8.0 ""Oreo""",[898]
ZTE Blade A7 Vita,ZTE,2018/12,"Android 8.0 ""Oreo""",[899]
Nubia Red Magic Mars,ZTE,2018/12,"Android 9.0 ""Pie""",[900]
ZTE Blade V10/Vita,ZTE,2019/02,"Android 9.0 ""Pie""",[901][902]
ZTE Axon 10 Pro/5G,ZTE,2019/02,"Android 9.0 ""Pie""",[903][904]
ZTE Blade L8,ZTE,2019/04,"Android 9.0 ""Pie""",[905]
ZTE Blade A3 (2019),ZTE,2019/04,"Android 9.0 ""Pie""",[906]
ZTE Blade A7,ZTE,2019/05,"Android 9.0 ""Pie""",[907]
ZTE Blade A5 (2019),ZTE,2019/05,"Android 9.0 ""Pie""",[908]
Nubia Red Magic 3,ZTE,2019/05,"Android 9.0 ""Pie""",[909]
Nubia Z20,ZTE,2019/08,"Android 9.0 ""Pie""",[910]
Nubia Red Magic 3s,ZTE,2019/09,"Android 9.0 ""Pie""",[911]
ZTE Blade A20,ZTE,2019/10,"Android 9.0 ""Pie""",[912]
ZTE Blade 10 Prime,ZTE,2019/11,"Android 9.0 ""Pie""",[913]
ZTE Blade A7 Prime,ZTE,2019/11,"Android 9.0 ""Pie""",[914]
ZTE Blade Max View,ZTE,2019/11,"Android 7.0 ""Nougat""",[915]
ZTE Axon 10s Pro 5G,ZTE,2020/02,Android 10,[916]
Nubia Red Magic 5G,ZTE,2020/03,Android 10,[917]
ZTE Axon 11 4G/5G,ZTE,2020/03,Android 10,[918][919]
Nubia Play,ZTE,2020/06,Android 10,[920]
ZTE Axon 11 SE 5G,ZTE,2020/06,Android 10,[921]
Nubia Red Magic 5G Lite,ZTE,2020/06,Android 10,[922]
Nubia Red Magic 5S,ZTE,2020/08,Android 10,[923]
ZTE Axon 20 5G,ZTE,2020/09,Android 10,[924]
